Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,source_file,Period_clean,Period_date,month,year,breach_rate,prev_month_breach,rolling_3m_avg,is_winter,trust_hist_avg,attendance_change,trust_encoded
MSitAE-JANUARY-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8700,574,2059,130,0,30,4230,15,78,28,0,1,175,1087,1855,0,0,1389,January-2024-revised-130624-ddff.csv,JANUARY-2024,2024-01-01,1,2024,48.62068965517241,50.65229722064662,49.539472281340714,1,40.83393916133401,-1.3045944412932498,67
MSitAE-FEBRUARY-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9458,568,2006,117,0,42,4136,13,126,22,0,1,163,1037,1712,0,0,1385,February-2024-revised-130624-ef123ty.csv,FEBRUARY-2024,2024-02-01,2,2024,43.7301755127934,48.62068965517241,49.2405668593093,1,40.83393916133401,8.712643678160914,67
MSitAE-MARCH-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,12125,575,2641,39,0,4,3940,14,98,12,0,0,302,1005,2000,0,0,1256,March-2024-revised-130624-abcdef123.csv,MARCH-2024,2024-03-01,3,2024,32.49484536082474,43.7301755127934,47.667720796204144,0,40.83393916133401,28.1983506026644,67
MSitAE-APRIL-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,11308,594,2420,19,0,0,3500,17,55,13,0,0,337,907,1885,0,0,1130,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,30.9515387336399,32.49484536082474,41.61523684293019,0,40.83393916133401,-6.738144329896912,67
MSitAE-MAY-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,11615,618,2251,709,0,26,3860,13,81,197,0,1,408,770,1991,0,0,1145,Monthly-AE-May-2024.csv,MAY-2024,2024-05-01,5,2024,33.232888506241935,30.9515387336399,35.725519869086014,0,40.83393916133401,2.7148921117792657,67
MSitAE-JUNE-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10551,575,1980,1269,0,46,3527,3,24,349,0,0,447,737,1937,0,0,1287,Monthly-AE-June-2024.csv,JUNE-2024,2024-06-01,6,2024,33.42811107951853,33.232888506241935,32.22642420023553,0,40.83393916133401,-9.160568230736121,67
MSitAE-JULY-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10662,594,2249,1283,0,93,3390,14,30,284,0,3,539,702,2075,0,0,1306,Monthly-AE-July-2024-revised.csv,JULY-2024,2024-07-01,7,2024,31.795160382667415,33.42811107951853,32.53751277313345,0,40.83393916133401,1.0520329826556818,67
MSitAE-AUGUST-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9338,584,1949,1322,0,69,3165,13,21,374,0,2,526,721,1925,0,0,1155,Monthly-AE-August-2024.csv,AUGUST-2024,2024-08-01,8,2024,33.89376740201328,31.795160382667415,32.81871998947596,0,40.83393916133401,-12.417932845619962,67
MSitAE-SEPTEMBER-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9886,513,2040,1252,2,78,3466,7,95,329,0,8,476,680,1973,0,0,1135,Monthly-AE-September-2024.csv,SEPTEMBER-2024,2024-09-01,9,2024,35.059680356059076,33.89376740201328,33.039012954733074,0,40.83393916133401,5.868494324266438,67
MSitAE-OCTOBER-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10232,541,2347,1714,0,81,3859,6,115,527,0,5,462,804,2053,0,0,1304,Monthly-AE-October-2024-revised.csv,OCTOBER-2024,2024-10-01,10,2024,37.71501172791243,35.059680356059076,33.582869380246585,1,40.83393916133401,3.4998988468541326,67
MSitAE-NOVEMBER-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9745,559,2487,1405,0,179,4460,11,303,567,0,17,482,825,2161,0,0,940,Monthly-AE-November-2024-revised.csv,NOVEMBER-2024,2024-11-01,11,2024,45.76706003078502,37.71501172791243,35.55615316199493,1,40.83393916133401,-4.759577795152459,67
MSitAE-DECEMBER-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9144,490,2669,1528,0,189,4028,6,409,525,0,24,500,874,2236,0,0,991,Monthly-AE-December-2024.csv,DECEMBER-2024,2024-12-01,12,2024,44.050743657042865,45.76706003078502,39.51391737158551,1,40.83393916133401,-6.167265264238075,67
MSitAE-JANUARY-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8461,575,2081,1380,1,282,3466,14,126,500,0,12,456,938,2282,0,0,906,Monthly-AE-January-2025.csv,JANUARY-2025,2025-01-01,1,2025,40.96442500886421,44.050743657042865,42.51093847191344,1,40.83393916133401,-7.469378827646544,67
MSitAE-FEBRUARY-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,7851,515,2051,1282,0,282,3296,11,205,487,0,24,578,659,2110,0,0,767,Monthly-AE-February-2025-revised.csv,FEBRUARY-2025,2025-02-01,2,2025,41.98191313208508,40.96442500886421,43.59407623223069,1,40.83393916133401,-7.209549698617179,67
MSitAE-MARCH-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9114,526,2305,1356,1,298,3851,15,235,521,0,33,662,674,2348,0,0,891,Monthly-AE-March-2025.csv,MARCH-2025,2025-03-01,3,2025,42.25367566381391,41.98191313208508,42.33236059933072,0,40.83393916133401,16.087122659533826,67
MSitAE-APRIL-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9964,536,2168,0,0,0,4211,9,88,0,0,0,712,667,2353,0,0,856,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,42.26214371738258,42.25367566381391,41.73333793492107,0,40.83393916133401,9.326311169629143,67
MSitAE-MAY-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10430,541,2171,0,0,0,4313,23,83,0,0,0,746,622,2353,0,0,888,May-2025-CSV-revised.csv,MAY-2025,2025-05-01,5,2025,41.351869606903165,42.26214371738258,42.16591083776052,0,40.83393916133401,4.676836611802493,67
MSitAE-JUNE-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,11008,587,1990,0,0,0,4131,25,205,0,0,0,709,697,2211,0,0,762,June-2025-CSV-revised.csv,JUNE-2025,2025-06-01,6,2025,37.52725290697674,41.351869606903165,41.955896329366546,0,40.83393916133401,5.541706615532127,67
MSitAE-JULY-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10692,629,1855,0,0,0,5098,42,283,0,0,0,647,638,2002,0,0,426,July-2025-CSV-revised.csv,JULY-2025,2025-07-01,7,2025,47.6805087916199,37.52725290697674,40.380422077087495,0,40.83393916133401,-2.8706395348837233,67
MSitAE-AUGUST-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9943,672,1700,0,0,0,4224,37,84,0,0,0,558,667,1969,0,0,414,August-2025-CSV-revised.csv,AUGUST-2025,2025-08-01,8,2025,42.48214824499648,47.6805087916199,42.18654376849994,0,40.83393916133401,-7.0052375607931205,67
MSitAE-SEPTEMBER-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10254,856,1764,0,0,0,4221,42,81,0,0,0,603,628,2086,0,0,442,September-2025-CSV-revised.csv,SEPTEMBER-2025,2025-09-01,9,2025,41.164423639555295,42.48214824499648,42.56330331453105,0,40.83393916133401,3.1278286231519736,67
MSitAE-OCTOBER-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10636,969,1921,0,0,0,4524,124,49,0,0,0,571,764,2136,0,0,444,October-2025-CSV-hg6dl.csv,OCTOBER-2025,2025-10-01,10,2025,42.53478751410304,41.164423639555295,43.775693558723894,1,40.83393916133401,3.72537546323386,67
MSitAE-NOVEMBER-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10425,814,2058,0,0,0,4000,22,132,0,0,0,467,669,2286,0,0,509,November-2025-CSV-G9pr3.csv,NOVEMBER-2025,2025-11-01,11,2025,38.36930455635492,42.53478751410304,42.06045313288494,1,40.83393916133401,-1.983828506957508,67
MSitAE-DECEMBER-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10580,786,2137,0,0,0,4346,26,152,0,0,0,484,774,2446,0,0,556,December-2025-CSV-K7F4Sp.csv,DECEMBER-2025,2025-12-01,12,2025,41.07750472589792,38.36930455635492,40.68950523667108,1,40.83393916133401,1.4868105515587482,67
MSitAE-JANUARY-2026,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10676,627,2109,0,0,0,4333,15,82,0,0,0,407,923,2445,0,0,494,January-2026-CSV-S6H81b.csv,JANUARY-2026,2026-01-01,1,2026,40.58636193330835,41.07750472589792,40.660532265451955,1,40.83393916133401,0.9073724007561346,67
MSitAE-FEBRUARY-2026,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9778,640,1775,0,0,0,3806,22,15,0,0,0,349,856,2210,0,0,448,February-2026-CSV-Dl8t54.csv,FEBRUARY-2026,2026-02-01,2,2026,38.92411536101452,40.58636193330835,40.011057071853735,1,40.83393916133401,-8.41139003372049,67
MSitAE-MARCH-2026,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,11112,660,2110,0,0,0,3453,13,2,0,0,0,430,767,2621,0,0,509,March-2026-CSV-G49lw.csv,MARCH-2026,2026-03-01,3,2026,31.074514038876888,38.92411536101452,40.195994006740264,0,40.83393916133401,13.642871752914697,67
MSitAE-APRIL-2023,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,22744,0,6642,0,0,0,9683,0,254,0,0,0,1279,461,6058,0,337,1470,April-2023-revised-130624-defv1.csv,APRIL-2023,2023-04-01,4,2023,42.57386563489272,,,0,42.98784924936866,,68
MSitAE-MAY-2023,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25834,0,7416,0,0,0,10163,0,405,0,0,0,1280,279,6820,0,442,1395,May-2023-revised-130624-aaabbdd.csv,MAY-2023,2023-05-01,5,2023,39.33962994503368,42.57386563489272,,0,42.98784924936866,13.586000703482238,68
MSitAE-JUNE-2023,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25177,0,7313,0,0,0,9989,0,165,0,0,0,1152,243,6576,0,341,1822,June-2023-revised-130624-ndcvf47.csv,JUNE-2023,2023-06-01,6,2023,39.675100289947174,39.33962994503368,40.9567477899632,0,42.98784924936866,-2.543160176511572,68
MSitAE-JULY-2023,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24962,0,6971,0,0,0,10220,0,246,0,0,0,1413,360,6793,0,372,1737,July-2023-revised-130624-ign340.csv,JULY-2023,2023-07-01,7,2023,40.94223219293326,39.675100289947174,40.529531956624524,0,42.98784924936866,-0.8539540056400674,68
MSitAE-AUGUST-2023,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,23741,0,6491,0,0,0,10596,0,181,0,0,0,1261,519,6515,0,354,1753,August-2023-revised-130624-ndx091.csv,AUGUST-2023,2023-08-01,8,2023,44.63164988837875,40.94223219293326,39.98565414263803,0,42.98784924936866,-4.891434981171383,68
MSitAE-SEPTEMBER-2023,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24363,0,6788,0,0,0,11266,0,235,0,0,0,1406,483,6707,0,373,1699,September-2023-revised-130624-odh304.csv,SEPTEMBER-2023,2023-09-01,9,2023,46.2422525961499,44.63164988837875,41.74966079041973,0,42.98784924936866,2.61994018786067,68
MSitAE-OCTOBER-2023,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25243,0,7245,0,0,0,12179,0,287,0,0,0,1521,760,6941,0,375,1745,October-2023-revised-130624-nbe280.csv,OCTOBER-2023,2023-10-01,10,2023,48.247038783028955,46.2422525961499,43.93871155915397,1,42.98784924936866,3.6120346426958827,68
MSitAE-NOVEMBER-2023,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24309,0,7154,0,0,0,12245,0,244,0,0,0,1386,848,6990,0,383,1901,November-2023-revised-130624-vmw208.csv,NOVEMBER-2023,2023-11-01,11,2023,50.37229009831749,48.247038783028955,46.37364708918587,1,42.98784924936866,-3.7000356534484857,68
MSitAE-DECEMBER-2023,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,23991,0,7238,0,0,0,12562,0,521,0,0,0,1277,818,6939,0,418,1445,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,52.36130215497479,50.37229009831749,48.28719382583213,1,42.98784924936866,-1.3081574725410383,68
MSitAE-JANUARY-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24625,0,7423,0,0,0,12569,0,394,0,0,0,1418,862,6892,0,457,1798,January-2024-revised-130624-ddff.csv,JANUARY-2024,2024-01-01,1,2024,51.04162436548223,52.36130215497479,50.326877012107076,1,42.98784924936866,2.642657663290393,68
MSitAE-FEBRUARY-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,23660,0,7005,0,0,0,11185,0,310,0,0,0,1199,1050,6704,0,351,1461,February-2024-revised-130624-ef123ty.csv,FEBRUARY-2024,2024-02-01,2,2024,47.27387996618766,51.04162436548223,51.2584055395915,1,42.98784924936866,-3.9187817258883206,68
MSitAE-MARCH-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25891,0,9136,0,0,0,11273,0,161,0,0,0,1496,621,7384,0,397,1614,March-2024-revised-130624-abcdef123.csv,MARCH-2024,2024-03-01,3,2024,43.540226333474955,47.27387996618766,50.22560216221489,0,42.98784924936866,9.429416737109042,68
MSitAE-APRIL-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24552,0,8892,0,0,0,10220,0,233,0,0,0,1230,782,7145,0,454,1643,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,41.62593678722711,43.540226333474955,47.28524355504828,0,42.98784924936866,-5.171681279208995,68
MSitAE-MAY-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26332,0,9477,0,0,0,11839,0,295,0,0,0,1185,901,7248,0,415,1724,Monthly-AE-May-2024.csv,MAY-2024,2024-05-01,5,2024,44.960504329333126,41.62593678722711,44.146681028963236,0,42.98784924936866,7.249918540241129,68
MSitAE-JUNE-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25044,0,8709,0,0,0,10980,0,305,0,0,0,1265,1066,6873,0,363,1567,Monthly-AE-June-2024.csv,JUNE-2024,2024-06-01,6,2024,43.842836607570675,44.960504329333126,43.3755558166784,0,42.98784924936866,-4.891386905666106,68
MSitAE-JULY-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25778,0,9312,0,0,0,11400,0,388,0,0,0,1749,791,6952,0,365,1790,Monthly-AE-July-2024-revised.csv,JULY-2024,2024-07-01,7,2024,44.223756691752655,43.842836607570675,43.47642590804364,0,42.98784924936866,2.9308417185753166,68
MSitAE-AUGUST-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,23316,0,8184,0,0,0,10163,0,229,0,0,0,3807,496,6691,0,298,1727,Monthly-AE-August-2024.csv,AUGUST-2024,2024-08-01,8,2024,43.588094012695144,44.223756691752655,44.34236587621882,0,42.98784924936866,-9.550779734657455,68
MSitAE-SEPTEMBER-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24649,0,8398,0,0,0,10994,0,297,0,0,0,1972,583,7063,0,358,1725,Monthly-AE-September-2024.csv,SEPTEMBER-2024,2024-09-01,9,2024,44.60221510000405,43.588094012695144,43.88489577067282,0,42.98784924936866,5.717104134499906,68
MSitAE-OCTOBER-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26692,0,9335,0,0,0,11798,0,437,0,0,0,1260,1316,7515,0,379,2027,Monthly-AE-October-2024-revised.csv,OCTOBER-2024,2024-10-01,10,2024,44.20050951595984,44.60221510000405,44.13802193481729,1,42.98784924936866,8.28836869649885,68
MSitAE-NOVEMBER-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26130,0,9115,0,0,0,12047,0,559,0,0,0,1252,1166,7384,0,407,2012,Monthly-AE-November-2024-revised.csv,NOVEMBER-2024,2024-11-01,11,2024,46.10409491006506,44.20050951595984,44.13027287621967,1,42.98784924936866,-2.1054997752135485,68
MSitAE-DECEMBER-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25637,0,9548,0,0,0,11892,0,574,0,0,0,1228,1213,7322,0,375,2054,Monthly-AE-December-2024.csv,DECEMBER-2024,2024-12-01,12,2024,46.386082614970555,46.10409491006506,44.968939842009654,1,42.98784924936866,-1.8867202449291964,68
MSitAE-JANUARY-2025,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24521,0,9020,0,0,0,10941,0,424,0,0,0,1164,1488,7213,0,314,2240,Monthly-AE-January-2025.csv,JANUARY-2025,2025-01-01,1,2025,44.6188980873537,46.386082614970555,45.56356234699848,1,42.98784924936866,-4.353083434099158,68
MSitAE-FEBRUARY-2025,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,22781,0,8419,0,0,0,9896,0,408,0,0,0,1156,1005,6566,0,314,1919,Monthly-AE-February-2025-revised.csv,FEBRUARY-2025,2025-02-01,2,2025,43.43970852903736,44.6188980873537,45.70302520412977,1,42.98784924936866,-7.095958566126992,68
MSitAE-MARCH-2025,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25828,0,8886,0,0,0,10445,0,401,0,0,0,1061,1306,7203,0,298,2067,Monthly-AE-March-2025.csv,MARCH-2025,2025-03-01,3,2025,40.44060709307728,43.43970852903736,44.814896410453876,0,42.98784924936866,13.37518107194593,68
MSitAE-APRIL-2025,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25192,0,8446,0,0,0,10385,0,403,0,0,0,1013,1222,6949,0,315,2182,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,41.22340425531915,40.44060709307728,42.833071236489445,0,42.98784924936866,-2.4624438593774167,68
MSitAE-MAY-2025,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26590,0,8696,0,0,0,10741,0,503,0,0,0,1156,1113,7169,0,368,2221,May-2025-CSV-revised.csv,MAY-2025,2025-05-01,5,2025,40.39488529522377,41.22340425531915,41.7012399591446,0,42.98784924936866,5.549380755795497,68
MSitAE-JUNE-2025,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25985,0,8713,0,0,0,10696,0,380,0,0,0,1054,1179,6916,0,390,2091,June-2025-CSV-revised.csv,JUNE-2025,2025-06-01,6,2025,41.16220896671157,40.39488529522377,40.68629888120673,0,42.98784924936866,-2.2752914629559973,68
MSitAE-JULY-2025,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,27074,0,10299,0,0,0,10011,0,436,0,0,0,1081,933,7274,0,365,2269,July-2025-CSV-revised.csv,JULY-2025,2025-07-01,7,2025,36.97643495604639,41.16220896671157,40.92683283908483,0,42.98784924936866,4.190879353473154,68
MSitAE-AUGUST-2025,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25001,0,9576,0,0,0,9353,0,245,0,0,0,1063,958,6934,0,380,1951,August-2025-CSV-revised.csv,AUGUST-2025,2025-08-01,8,2025,37.41050357985681,36.97643495604639,39.511176405993915,0,42.98784924936866,-7.6567924946443044,68
MSitAE-SEPTEMBER-2025,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26117,0,9791,0,0,0,9870,0,401,0,0,0,1017,1095,7636,0,443,2086,September-2025-CSV-revised.csv,SEPTEMBER-2025,2025-09-01,9,2025,37.79147681586706,37.41050357985681,38.51638250087159,0,42.98784924936866,4.4638214471421245,68
MSitAE-OCTOBER-2025,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,27521,0,9475,0,0,0,11063,0,271,0,0,0,1130,1237,8176,0,446,2359,October-2025-CSV-hg6dl.csv,OCTOBER-2025,2025-10-01,10,2025,40.19839395370808,37.79147681586706,37.39280511725675,1,42.98784924936866,5.375808860129427,68
MSitAE-NOVEMBER-2025,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26810,0,9407,0,0,0,11165,0,301,0,0,0,1290,1068,7894,0,420,2150,November-2025-CSV-G9pr3.csv,NOVEMBER-2025,2025-11-01,11,2025,41.64490861618799,40.19839395370808,38.46679144981065,1,42.98784924936866,-2.5834817048799086,68
MSitAE-DECEMBER-2025,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26198,0,10203,0,0,0,10888,0,345,0,0,0,1121,1085,7873,0,435,2249,December-2025-CSV-K7F4Sp.csv,DECEMBER-2025,2025-12-01,12,2025,41.560424459882434,41.64490861618799,39.87825979525437,1,42.98784924936866,-2.2827303245057773,68
MSitAE-JANUARY-2026,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26583,0,9672,0,0,0,10504,0,266,0,0,0,893,1610,7154,0,384,2471,January-2026-CSV-S6H81b.csv,JANUARY-2026,2026-01-01,1,2026,39.51397509686642,41.560424459882434,41.13457567659284,1,42.98784924936866,1.4695778303687401,68
MSitAE-FEBRUARY-2026,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,23361,0,8354,0,0,0,9499,0,324,0,0,0,807,1246,7263,0,326,2114,February-2026-CSV-Dl8t54.csv,FEBRUARY-2026,2026-02-01,2,2026,40.6617867385814,39.51397509686642,40.906436057645614,1,42.98784924936866,-12.120528157092881,68
MSitAE-MARCH-2026,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,27062,0,9249,0,0,0,9404,0,179,0,0,0,932,1124,7986,0,345,2441,March-2026-CSV-G49lw.csv,MARCH-2026,2026-03-01,3,2026,34.74983371517257,40.6617867385814,40.578728765110085,0,42.98784924936866,15.842643722443395,68
MSitAE-APRIL-2023,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,13133,0,0,0,0,0,5083,0,0,0,0,0,882,454,4106,0,0,513,April-2023-revised-130624-defv1.csv,APRIL-2023,2023-04-01,4,2023,38.704028021015766,,,0,46.08662541373546,,69
MSitAE-MAY-2023,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,14491,0,0,0,0,0,5042,0,0,0,0,0,892,673,4482,0,0,554,May-2023-revised-130624-aaabbdd.csv,MAY-2023,2023-05-01,5,2023,34.7940100752191,38.704028021015766,,0,46.08662541373546,10.340363968628651,69
MSitAE-JUNE-2023,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,14294,0,0,0,0,0,4962,0,0,0,0,0,734,628,4280,0,0,574,June-2023-revised-130624-ndcvf47.csv,JUNE-2023,2023-06-01,6,2023,34.71386595774451,34.7940100752191,36.74901904811743,0,46.08662541373546,-1.3594644952039214,69
MSitAE-JULY-2023,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,14605,0,0,0,0,0,5355,0,0,0,0,0,882,542,4370,0,0,534,July-2023-revised-130624-ign340.csv,JULY-2023,2023-07-01,7,2023,36.66552550496405,34.71386595774451,36.07063468465979,0,46.08662541373546,2.1757380719182873,69
MSitAE-AUGUST-2023,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,14227,0,0,0,0,0,4918,0,0,0,0,0,773,516,4289,0,0,487,August-2023-revised-130624-ndx091.csv,AUGUST-2023,2023-08-01,8,2023,34.56807478737612,36.66552550496405,35.39113384597588,0,46.08662541373546,-2.5881547415268713,69
MSitAE-SEPTEMBER-2023,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,14179,0,0,0,0,0,5056,0,0,0,0,0,817,625,4299,0,0,538,September-2023-revised-130624-odh304.csv,SEPTEMBER-2023,2023-09-01,9,2023,35.658368009027434,34.56807478737612,35.31582208336156,0,46.08662541373546,-0.337386659169181,69
MSitAE-OCTOBER-2023,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,14670,0,0,0,0,0,5755,0,0,0,0,0,672,996,4501,0,0,583,October-2023-revised-130624-nbe280.csv,OCTOBER-2023,2023-10-01,10,2023,39.22972051806408,35.658368009027434,35.63065610045587,1,46.08662541373546,3.4628676211298393,69
